,tanggal,pengguna,tweet,stemming & clean text,sentiment
260,2022-07-02 23:31:45,yoyok_subandi,herianto Jangan lupa sejarah,herianto jangan lupa sejarah,Netral
261,2022-07-02 23:31:42,Dickyjuve,Udh tabiat kek nya Kalau Zelensky ingin mengucapkan sesuatu ke Putin dia akan melakukannya secara terbuka kata Sekretaris Pers Kepresidenan Ukraina,udh tabiat kek nya kalau zelensky ingin ucap sesuatu ke putin dia akan laku cara buka kata sekretaris pers presiden ukraina,Netral
262,2022-07-02 23:31:29,RadarKorupsi,Yang luar biasa itu bisa upload video Jokowi dirangkul Biden setelah bicara soal apa Ini dirangkul setelah merangkulkan diri atau dirangkul,yang luar biasa itu bisa upload video jokowi rangkul biden telah bicara soal apa ini rangkul telah rangkul diri atau rangkul,Netral
263,2022-07-02 23:31:26,ANDINI_MAHARAN1,Saffira Polri buka mata kalian lebar lebar ya yang kalian bela yg kalian jilat ternyata menipu rakyatnya jangan pernah takut menyuarakan kebenaran sana laporkan tak tunggu,saffira polri buka mata kalian lebar lebar ya yang kalian bela yg kalian jilat nyata tipu rakyat jangan pernah takut suara benar sana lapor tak tunggu,Netral
264,2022-07-02 23:31:24,ORSON_ordesonto,Akhirnya berkat jokowi setelah berminggu minggu dalam perang Rusia amp Ukraina sependapat akan satu hal Menyangkal ucapannya jokowi,akhir berkat jokowi telah minggu minggu dalam perang rusia amp ukraina dapat akan satu hal sangkal ucap jokowi,Netral
265,2022-07-02 23:31:22,DGY11031,Bingung aja sih Pak Dokter ini tinggal di planet mana ya Koq tdk ada kebanggaannya sama sekali dgn Presidennya yg sdg berjuang Bangsa asing saja salut dgn Pak Jokowi koq rakyatnya sendiri yg dokter lagi bahasanya justru merendahkan Mungkin si bapak bukan org Indonesia,bingung aja sih pak dokter ini tinggal di planet mana ya koq tdk ada bangga sama sekali dgn presiden yg sdg juang bangsa asing saja salut dgn pak jokowi koq rakyat sendiri yg dokter lagi bahasa justru rendah mungkin si bapak bukan org indonesia,Netral
266,2022-07-02 23:31:18,SOERYAWAD1,bravo b Lagiyan dg dukung lawannya jokowi apa ada jaminan utk gak dipelerter,bravo b lagiyan dg dukung lawan jokowi apa ada jamin utk gak dipelerter,Netral
267,2022-07-02 23:31:12,Wong_satub,Teroris Opm kkb ajah gak kelar 2 karena non muslim coba mereka muslim dah dilumat ama pemburu telogoreng,teroris opm kkb ajah gak kelar 2 karena non muslim coba mereka muslim dah lumat ama buru telogoreng,Netral
268,2022-07-02 23:31:05,madachiba,didu Jokowi akan dipoles terus oleh pemujanya sekalipun faktanya tidak punya kemampuan apa2,didu jokowi akan poles terus oleh puja sekalipun fakta tidak punya mampu apa2,Netral
269,2022-07-02 23:31:01,capparuni,TERNYATA Setelah Rusia bantah tdk ada negosiasi perdamaian antara Jokowi Putin Kini giliran Ukraina bantah Zelensky titip pesan ke Jokowi buat Putin Buzzer udah heboh banget sampai mau dicalonkan jadi Sekjen PBB nih yg di sanjung2,nyata telah rusia bantah tdk ada negosiasi damai antara jokowi putin kini gilir ukraina bantah zelensky titip pesan ke jokowi buat putin buzzer udah heboh banget sampai mau calon jadi sekjen pbb nih yg di sanjung2,Netral
270,2022-07-02 23:30:53,YohanesLasino2,Usul pertalite khusus motor dan angkutan umum angkot angdes,usul pertalite khusus motor dan angkut umum angkot angdes,Netral
271,2022-07-02 23:30:41,BudiChe,Walaa h UEA masih takut sama kopet shalatnya macam orang2 pagan Sunnah Rasulullah SAW mereka tinggalkan sunnah WHO mereka jalankan woiii waktu nonton bola kalian rapat2 giliran sholat renggang,walaa h uea masih takut sama kopet shalatnya macam orang2 pagan sunnah rasulullah saw mereka tinggal sunnah who mereka jalan woiii waktu nonton bola kalian rapat2 gilir sholat renggang,Netral
272,2022-07-02 23:30:35,LTwitland,Ngadrun ya,ngadrun ya,Netral
273,2022-07-02 23:30:33,yoyok_subandi,Saffira Polri Terpapar dia perlu suntik biar waras,saffira polri papar dia perlu suntik biar waras,Netral
274,2022-07-02 23:30:21,ahmadsaifulch,Banten Nasrudn simabua Nah kan kita yg tdk tau tp menyalahkan orang lain sebenarnya apapun hasil dari kunjungan Pak Jokowi ke Ukraina dan Rusia tdk perlu diperdebatkan krn itu adalah usaha dg nait baik yg tdk merugikan siapapun Aneh aja ketika msh byk yg nyinyir,banten nasrudn simabua nah kan kita yg tdk tau tp salah orang lain benar apa hasil dari kunjung pak jokowi ke ukraina dan rusia tdk perlu debat krn itu adalah usaha dg nait baik yg tdk rugi siapa aneh aja ketika msh byk yg nyinyir,Netral
275,2022-07-02 23:29:49,kangUrut_oke,Luar biasa Kunjungan Pak Jokowi di UEA jadi trending topik di negara itu Stasiun TV di UEA bahkan meminta waktu khusus untuk wawancara dengan Presiden Joko Widodo,luar biasa kunjung pak jokowi di uea jadi trending topik di negara itu stasiun tv di uea bahkan minta waktu khusus untuk wawancara dengan presiden joko widodo,Netral
276,2022-07-02 23:29:48,methakun1234,Saffira Polri Gunanya caper apa Anak anak dan masyarakat biasa bisa aja loh lebih mulia daripada pemerintah yang hanya kejar duit bukan tanggung jawab Lu kalau g suka presiden setidaknya hargai Indonesia kalau tidak bisa yaa angkat kaki karena tanahmu akan diambil otonaris oleh negara,saffira polri guna caper apa anak anak dan masyarakat biasa bisa aja loh lebih mulia daripada perintah yang hanya kejar duit bukan tanggung jawab lu kalau g suka presiden tidak harga indonesia kalau tidak bisa yaa angkat kaki karena tanah akan ambil otonaris oleh negara,Netral
277,2022-07-02 23:29:36,heraldindo,Viral Pemulung Panggul Anaknya yang Tertidur Pulas di Atas Karung Besar Netizen Colek Jokowi,viral pulung panggul anak yang tidur pulas di atas karung besar netizen colek jokowi,Netral
278,2022-07-02 23:29:32,donyirawan,Saffira Polri Gelarnya SIP lho bro ngerii,saffira polri gelar sip lho bro ngeri,Netral
279,2022-07-02 23:29:26,ParundinganPul1,didu Pemerintah bukan untuk mengelola Negara mereka semua pebisnis mereka ingin APBN itu bermanfaat bagi pendukung bisnis mereka pasca periode satupun menteri yg tepat di posisinya Menkes orang bisnis di saat pandemi Jl Tol Kreta Cepat IKN PDIP rusak berat dibikin oleh Jokowi,didu perintah bukan untuk kelola negara mereka semua bisnis mereka ingin apbn itu manfaat bagi dukung bisnis mereka pasca periode satu menteri yg tepat di posisi menkes orang bisnis di saat pandemi jl tol kreta cepat ikn pdip rusak berat bikin oleh jokowi,Netral
280,2022-07-02 23:29:11,Srianto95408312,Yang penting Indonesia semakin diperhitungkan dalam kancah dunia internasional baik di bidang politik ekonomi dan kebudayaan semoga negara Indonesia menjadi negara maju aman tentram damai dan sejahtera dibawa kepemimpinan presiden Jokowi,yang penting indonesia makin hitung dalam kancah dunia internasional baik di bidang politik ekonomi dan budaya moga negara indonesia jadi negara maju aman tentram damai dan sejahtera bawa pimpin presiden jokowi,Netral
281,2022-07-02 23:29:10,SinarOnline,Presiden Indonesia itu menyatakan kesediaannya membantu memulakan komunikasi antara Zelenskyy dan Putin untuk membawa Ukraine dan Rusia berdamai,presiden indonesia itu nyata sedia bantu mula komunikasi antara zelenskyy dan putin untuk bawa ukraine dan rusia damai,Netral
282,2022-07-02 23:28:59,darmalikSe,Saffira Polri Percumaaaaaaaa Gak bakalan di proses,saffira polri percumaaaaaaaa gak bakal di proses,Netral
283,2022-07-02 23:28:56,FreeStranger22,eni Mungkin maksudnya S pd itu Sepeda pemberian Jokowi Jadi bangga dia dpt sepeda,eni mungkin maksud s pd itu sepeda beri jokowi jadi bangga dia dpt sepeda,Netral
284,2022-07-02 23:28:55,hlmyfhrzl,Gmn cebong Main identitas p Jokowi Imam sholat,gmn cebong main identitas p jokowi imam sholat,Positif
285,2022-07-02 23:28:53,Poetri_srikandi,Polri Dia bilang nya lom disita om Jadi yg boong siapa,polri dia bilang nya lom sita om jadi yg boong siapa,Netral
286,2022-07-02 23:28:51,joanatobing01,Jokowi satu satunya kepala negara ajak first lady ke Ukraina dan Rusia Tetap menjadi manusia versi terbaikmu setiap hari Badan boleh lelah mata boleh basah tapi hati jangan pernah menyerah IndonesiaSemakinMajuKuat,jokowi satu satu kepala negara ajak first lady ke ukraina dan rusia tetap jadi manusia versi baik tiap hari badan boleh lelah mata boleh basah tapi hati jangan pernah serah indonesiasemakinmajukuat,Positif
287,2022-07-02 23:28:50,kangUrut_oke,didu Luar biasa Kunjungan Pak Jokowi di UEA jadi trending topik di negara itu Stasiun TV di UEA bahkan meminta waktu khusus untuk wawancara dengan Presiden Joko Widodo,didu luar biasa kunjung pak jokowi di uea jadi trending topik di negara itu stasiun tv di uea bahkan minta waktu khusus untuk wawancara dengan presiden joko widodo,Netral
288,2022-07-02 23:28:35,kangUrut_oke,waras Luar biasa Kunjungan Pak Jokowi di UEA jadi trending topik di negara itu Stasiun TV di UEA bahkan meminta waktu khusus untuk wawancara dengan Presiden Joko Widodo,waras luar biasa kunjung pak jokowi di uea jadi trending topik di negara itu stasiun tv di uea bahkan minta waktu khusus untuk wawancara dengan presiden joko widodo,Netral
289,2022-07-02 23:28:31,ArifHid63776996,Saffira Polri Lho ser palsu itu nyata kotuduhan tanya dong nata sumbet klw ga laporkan polisi berani Klw itu benar palsu apa berani polisi nenangkap jokowi,saffira polri lho ser palsu itu nyata kotuduhan tanya dong nata sumbet klw ga lapor polisi berani klw itu benar palsu apa berani polisi nenangkap jokowi,Netral
290,2022-07-02 23:28:20,CakarKukuGaruda,Selamat Datang,selamat datang,Netral
291,2022-07-02 23:28:14,oris_ws,Saffira bima Polri Baiknya tuduhan kayak gini harus ditanggapi biar tak terulang2 tuduhannya,saffira bima polri baik tuduh kayak gin harus tanggap biar tak terulang2 tuduh,Netral
292,2022-07-02 23:28:04,Toni17250685,Parah ni ngibulnya go international,parah ni ngibulnya go international,Netral
293,2022-07-02 23:27:59,nYOUng_1606,Elo itu tolol tapi sok pinter,elo itu tolol tapi sok pinter,Netral
294,2022-07-02 23:27:48,mhmahendrasu,Hajinguk apakah benar saiki ono pandemi mencret,hajinguk apakah benar saiki ono pandemi mencret,Netral
295,2022-07-02 23:27:46,exelrockstar,Silalahi Emang ada cebong Apa itu cebong Yg mana pentolan cebong yg elu maksud,silalahi emang ada cebong apa itu cebong yg mana pentol cebong yg elu maksud,Netral
296,2022-07-02 23:27:30,herilatief,Alhamdulillah kita yg waras mendukung pemimpin yg baik suka kerja keras jujur berani seperti presiden Jokowi,alhamdulillah kita yg waras dukung pimpin yg baik suka kerja keras jujur berani seperti presiden jokowi,Netral
297,2022-07-02 23:27:29,dodaeyeo,Canggih banget zaman pak jokowi mau ini itu pake aplikasi semua Kupikir aplikasinya bakal ecek ecek kek aplikasi bikinan pemkot eh ternyata gak malah bagus BGT Salut,canggih banget zaman pak jokowi mau ini itu pake aplikasi semua pikir aplikasi bakal ecek ecek kek aplikasi bikin pemkot eh nyata gak malah bagus bgt salut,Netral
298,2022-07-02 23:27:26,Marjoko08490122,Waduuh,waduuh,Netral
299,2022-07-02 23:27:20,faisyal_somarta,Ini anak bangsamu dan,ini anak bangsa dan,Netral
300,2022-07-02 23:27:17,suhendra_toto,Lebih mudah bagi utk mencerna dan bahkan bangga pada presiden yg bernegosiasi dgn bandar gele atau bangga pada presiden yg mampu menegur anak PAUD yg tertidur Bekas dubes kok sikapnya spt buzzer liar,lebih mudah bagi utk cerna dan bahkan bangga pada presiden yg negosiasi dgn bandar gele atau bangga pada presiden yg mampu tegur anak paud yg tidur bekas dubes kok sikap spt buzzer liar,Netral
301,2022-07-02 23:27:16,engineer_pajak,Bisa jelaskan,bisa jelas,Netral
302,2022-07-02 23:27:16,Moch_herianto,tendensius bikin threat nya klo nulis mbok ya dibaca yg bener jng asal benci aja sama DISITA bukan Palsunya di Highlight Palsu tdk sah itu kata Amirullah toh bagus disita biar jelas status sertifikatnya Pemerintah punya niat baik utk masyarakat kalian fitnah,tendensius bikin threat nya klo nulis mbok ya baca yg bener jng asal benci aja sama sita bukan palsu di highlight palsu tdk sah itu kata amirullah toh bagus sita biar jelas status sertifikat perintah punya niat baik utk masyarakat kalian fitnah,Netral
303,2022-07-02 23:27:00,Yfais,didu Dibaca jangan judulnya saja ya Pak Didu CC Bu Retno RI Pak Mr E Ukraine,didu baca jangan judul saja ya pak didu cc bu retno ri pak mr e ukraine,Netral
304,2022-07-02 23:27:00,YayatNHD,Mungkin dia gak tahu luasnya kabupaten Sukabumi,mungkin dia gak tahu luas kabupaten sukabumi,Netral
305,2022-07-02 23:26:56,ruskandar,Ukraina Bantah Zelensky Titip Pesan ke Jokowi untuk Putin Klik untuk baca,ukraina bantah zelensky titip pesan ke jokowi untuk putin klik untuk baca,Netral
306,2022-07-02 23:26:54,PancasilaJiwaku,Pantas saja teriakan para kaum begok yg ingin Jokowi mundur semakin kencang Bagaimana tidak Kadrun begok pun semakin menggila berteriak dengan berita baik ini,pantas saja ria para kaum begok yg ingin jokowi mundur makin kencang bagaimana tidak kadrun begok pun makin gila teriak dengan berita baik ini,Netral
307,2022-07-02 23:26:44,Mas_Dani_Indra,Ini 2 sumber yang sama sama sering ngasih berita HOAX jadi sulit mana yg bisa dipercaya,ini 2 sumber yang sama sama sering ngasih berita hoax jadi sulit mana yg bisa percaya,Netral
308,2022-07-02 23:26:44,KeeperSabbath,haters presiden Jokowi itu hanya ada 3 golongan saja 1 yang pendapatannya banyak berkurang karena kebijakan Presiden 2 yang dibayar oleh golongan no 1 untuk nyerang presiden 3 yang dibodohi oleh golongan no 2 untuk nyerang presiden si felis masuk golongan mana,haters presiden jokowi itu hanya ada 3 golong saja 1 yang dapat banyak kurang karena bijak presiden 2 yang bayar oleh golong no 1 untuk nyerang presiden 3 yang bodoh oleh golong no 2 untuk nyerang presiden si felis masuk golong mana,Netral
309,2022-07-02 23:26:32,Adhi_Beka2,Tidak ada hasil tuh menurut pembencinya yg mata dan hatinya dah tdk bisa melihat terang dunia,tidak ada hasil tuh turut benci yg mata dan hati dah tdk bisa lihat terang dunia,Netral
310,2022-07-02 23:26:27,OniRasyad,idha Pinjaman dari bankir ribawi yang rekam jejaknya memainkan riba untuk menjerat negara sudah berurat akar ratusan tahun,idha pinjam dari bankir ribawi yang rekam jejak main riba untuk jerat negara sudah urat akar ratus tahun,Positif
311,2022-07-02 23:26:26,indraSCB,kalau buzzerRp di kibuli gak masalah tp ini negara orang yg lg perang kalau berita itu benar indonesia dlm masalah,kalau buzzerrp di kibul gak masalah tp ini negara orang yg lg perang kalau berita itu benar indonesia dlm masalah,Netral
312,2022-07-02 23:26:19,IsoWira,Itu fakta yang tidak dapat dipungkiri Pun juga sebaliknya usai kunjungan bom tetap meledak di Ukraina Dan yang tak kalah mengagetkan di konferesi pers keduanya tidak membahas soal perang tapi bisnis,itu fakta yang tidak dapat dipungkiri pun juga balik usai kunjung bom tetap ledak di ukraina dan yang tak kalah kaget di konferesi pers dua tidak bahas soal perang tapi bisnis,Netral
313,2022-07-02 23:26:12,yanmulyana14,Tuh kan bener,tuh kan bener,Netral
314,2022-07-02 23:26:06,y_wijayanto,Piknik ke daerah yang sedang berperang Hmmmmm hanya orang bodoh yang berhalusinasi ya g bisa mengatakan itu,piknik ke daerah yang sedang perang hmmmmm hanya orang bodoh yang halusinasi ya g bisa kata itu,Netral
315,2022-07-02 23:26:05,Aripinipin123,Yg meriang Para Pendukung Khilafah OPOSISI PLONGA PLONGO Dan Pengamat Bayaran,yg meriang para dukung khilafah oposisi plonga plongo dan amat bayar,Netral
316,2022-07-02 23:25:52,YgRumitItuKamu,Meja lipat laptop Aonez Meja belajar portable lopat serbaguna Official store DiAtasNormal tidur hug for Aska guru marselino bobo bangun subuh 15 ribu fajri ronaldo pernah cryptocurrencies Jokowi More info Klik linknya,meja lipat laptop aonez meja ajar portable lopat serbaguna official store diatasnormal tidur hug for aska guru marselino bobo bangun subuh 15 ribu fajri ronaldo pernah cryptocurrencies jokowi more info klik linknya,Positif
317,2022-07-02 23:25:38,Belaga73298247,Ukraina tidak bisa ngasih apa karena negaranya dah babak belur Dari Rusia biarpun bkn dalam bentuk uang dalam bentuk pupuk jg blh Asal blh ngutang,ukraina tidak bisa ngasih apa karena negara dah babak bur dari rusia biarpun bkn dalam bentuk uang dalam bentuk pupuk jg blh asal blh ngutang,Netral
318,2022-07-02 23:25:33,makdin_,Dulu di ig nya dia dukung saya indonesia saya pancasila,dulu di ig nya dia dukung saya indonesia saya pancasila,Netral
319,2022-07-02 23:25:33,RezimSampah,ga rakyat indonesia aja yg dia tepu ga nanggung2 kepala negara jg dikadalin sama si joko,ga rakyat indonesia aja yg dia tepu ga nanggung2 kepala negara jg dikadalin sama si joko,Netral
320,2022-07-02 23:25:31,ParundinganPul1,Kita salah jika LBP Erik Tohir mau menggulingkan Jokowi mudah LBP itu megang semua borok Orang di negeri ini sewaktu waktu beliau bisa buka itu yg dipakai sistim komunis Sistim dendam penghianatan,kita salah jika lbp erik tohir mau guling jokowi mudah lbp itu megang semua borok orang di negeri ini waktu waktu beliau bisa buka itu yg pakai sistim komunis sistim dendam penghianatan,Netral
321,2022-07-02 23:25:28,arryfmf,Bagus juga Kapolri Doyok Wakapolri kadir,bagus juga kapolri doyok wakapolri kadir,Netral
322,2022-07-02 23:25:18,budiwidagdo2,Produk misi perdamaian adalah perang usai minimal gencatan senjata bukan selfa selfie Pencitraan paling sadis adalah gunakan perang Buktinya media asing adem ayem perang gak usai malah makin jadi Cuman cebong dan buzzer lokal aja yg ribut puja puji,produk misi damai adalah perang usai minimal gencat senjata bukan selfa selfie citra paling sadis adalah guna perang bukti media asing adem ayem perang gak usai malah makin jadi cuman cebong dan buzzer lokal aja yg ribut puja puji,Negative
323,2022-07-02 23:25:13,JoeMoli5,Lu baca siapa pemimpin yang sanggup membujuk presiden putin membuka blokade terhadap Ukraina Jokowi,lu baca siapa pimpin yang sanggup bujuk presiden putin buka blokade hadap ukraina jokowi,Netral
324,2022-07-02 23:24:56,YantoS09771908,Felis Lho emang lo punya malu WTF,felis lho emang lo punya malu wtf,Negative
325,2022-07-02 23:24:55,Bangkitlah_Km50,Bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,Netral
326,2022-07-02 23:24:48,faisyal_somarta,Bilang saja gagal diplomasi perdamaian rusia ukraina oleh jokowi om,bilang saja gagal diplomasi damai rusia ukraina oleh jokowi om,Netral
327,2022-07-02 23:24:43,Saipul76104730,Sehat selalu Pak Jokowi,sehat selalu pak jokowi,Netral
328,2022-07-02 23:24:42,ArifinNaftalia,t adhi kok bisa ada ya,t adhi kok bisa ada ya,Netral
329,2022-07-02 23:24:40,Bangkitlah_Km50,gindo Bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,gindo bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,Netral
330,2022-07-02 23:24:38,editya77,mourinho wepe Elo bales ke siapa drun Tololnya diba i ma Kadrun yg lain sonooo,mourinho wepe elo bales ke siapa drun tolol diba i ma kadrun yg lain sonooo,Netral
331,2022-07-02 23:24:27,BoesthamiA,id Min tlg tanyakan ke Pecinta Jokowi yg suka sebut Kadrun mana yg benar dari dua berita screen shot ini Jokowi or Kompas Atau dua2nya Bohong,id min tlg tanya ke cinta jokowi yg suka sebut kadrun mana yg benar dari dua berita screen shot ini jokowi or kompas atau dua2nya bohong,Netral
332,2022-07-02 23:24:27,akundihackmulu,pasti punya tafsiran Intelek khas 4 0 kuantum fisika roket,pasti punya tafsir intelek khas 4 0 kuantum fisika roket,Netral
333,2022-07-02 23:24:17,PancasilaJiwaku,Bahkan teriak lebih kenceng agar Jokowi mundur kadrun begok,bahkan teriak lebih kenceng agar jokowi mundur kadrun begok,Netral
334,2022-07-02 23:24:14,Bangkitlah_Km50,Bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,bohong nya sdh tembus 3digit bahkan pidana tapi kebal dablek,Netral
335,2022-07-02 23:24:13,Budiespe1,Salah minum kopi y,salah minum kopi y,Netral
336,2022-07-02 23:24:13,SantikoJoyo,perbedaan ilmu lah yg akhirnya membedakan adab berimulah maka engkau akan beradab,beda ilmu lah yg akhir beda adab beri maka engkau akan adab,Netral
337,2022-07-02 23:24:03,maktal_212,Nganu Waktu itu dia sedang nganu,nganu waktu itu dia sedang nganu,Netral
338,2022-07-02 23:23:51,Toni17250685,Tukang ngibul sejati,tukang ngibul sejati,Netral
339,2022-07-02 23:23:45,Bangkitlah_Km50,didu Bohong nya sdh tembus 3digit bahkan pidana tapi kebal amp dablek,didu bohong nya sdh tembus 3digit bahkan pidana tapi kebal amp dablek,Netral
340,2022-07-02 23:23:24,BanggaKadrun,Sekali ngibul tetap ngibul,sekali ngibul tetap ngibul,Netral
341,2022-07-02 23:23:19,semarakredaksi,Presiden Putin Ingatkan Presiden Jokowi Soal Jasa Rusia Banyak Bantu Indonesia di Awal Kemerdekaan lewat co,presiden putin ingat presiden jokowi soal jasa rusia banyak bantu indonesia di awal merdeka lewat co,Netral
342,2022-07-02 23:23:18,yuast,yang penting 3 periode,yang penting 3 periode,Netral
343,2022-07-02 23:23:16,AlianisBgd,Ini dusta terbaru Menurutmu siapa yg berbohong Jokowi atau presiden Ukraina,ini dusta baru turut siapa yg bohong jokowi atau presiden ukraina,Netral
344,2022-07-02 23:23:13,mr_koeneng,dirs dumdum Dikira orang pada guoblok semua kali yaa Kalo para buzerp jelas gubloknya pake kuadrat,dirs dumdum kira orang pada guoblok semua kali yaa kalo para buzerp jelas gubloknya pake kuadrat,Netral
345,2022-07-02 23:23:13,budiwidagdo2,Produk misi perdamaian adalah perang usai minimal gencatan senjata bukan selfa selfie Pencitraan paling sadis adalah gunakan perang Buktinya media asing adem ayem perang gak usai malah makin jadi Cuman cebong dan buzzer lokal aja yg ribut puja puji,produk misi damai adalah perang usai minimal gencat senjata bukan selfa selfie citra paling sadis adalah guna perang bukti media asing adem ayem perang gak usai malah makin jadi cuman cebong dan buzzer lokal aja yg ribut puja puji,Negative
346,2022-07-02 23:23:12,JoeMoli5,Pemimpin dunia mana yang mampu membujuk rusia membuka blokade terhadap Ukraina Mr Jokowi,pimpin dunia mana yang mampu bujuk rusia buka blokade hadap ukraina mr jokowi,Netral
347,2022-07-02 23:23:03,endonesiatwit,dirs pikiran utama tulisan gus nadir itu adalah bahwa jokowi pemberani ga semua presiden berani datang ke daerah konflik kaleeeeeeeee,dirs pikir utama tulis gus nadir itu adalah bahwa jokowi berani ga semua presiden berani datang ke daerah konflik kaleeeeeeeee,Netral
348,2022-07-02 23:22:35,Karsono12732862,Jokowi kan pake mentri pejabat yg nurut makanya gak ada hasil Jokowi hanya nurut sama LBP dan Megawati LBP mewakili para cukong Buktinya Zulhas aja menyerahkan ke LBP soal minyak Goreng Dan soal ijin eksport CPO supaya dipercepat LBP semua yg ngatur lah lu mau apa juga,jokowi kan pake tri jabat yg nurut makanya gak ada hasil jokowi hanya nurut sama lbp dan megawati lbp wakil para cukong bukti zulhas aja serah ke lbp soal minyak goreng dan soal ijin eksport cpo supaya cepat lbp semua yg ngatur lah lu mau apa juga,Netral
349,2022-07-02 23:22:28,gantidariangka,Duuuh Gini amat yak,duuuh gin amat yak,Negative
350,2022-07-02 23:22:15,ParundinganPul1,Lagi pula Ganjar jika seperti presiden Jokowi lebih baik tidak usah jadi presiden anda tidak sama antara LBP kepada Jokowi dan Anda sama LBP Tidak cukup setahun dituntut turun dan di penjara lebih bagus lebih baik ikuti Ketum Megawati,lagi pula ganjar jika seperti presiden jokowi lebih baik tidak usah jadi presiden anda tidak sama antara lbp kepada jokowi dan anda sama lbp tidak cukup tahun tuntut turun dan di penjara lebih bagus lebih baik ikut tum megawati,Netral
351,2022-07-02 23:22:11,Yatie84991237,MAHARAN1 Saffira Polri Silahkan aja yg merasa memiliki bukti sertifikat tanah yg ASELI di urus Skr yg mnjdi Menteri Agraria Badan Pertanahan Nas adlah mntan PnglimaTNI Ky ga tau mafia tanah aja Gw aja yg mrupakan salah 1 ahli waris tanah seluas 5 hektar di Bdg eh sertifikatnya ada yg mnggandakan,maharan1 saffira polri silah aja yg rasa milik bukti sertifikat tanah yg aseli di urus skr yg mnjdi menteri agraria badan tanah nas adlah mntan pnglimatni ky ga tau mafia tanah aja gw aja yg mrupakan salah 1 ahli waris tanah luas 5 hektar di bdg eh sertifikat ada yg mnggandakan,Netral
352,2022-07-02 23:22:00,ORSON_ordesonto,Gila bener dunia pun di bohongi jokowi Buzer2 pun pada kompak semua nyebarin kebohongan tersebut,gila bener dunia pun di bohong jokowi buzer2 pun pada kompak semua nyebarin bohong sebut,Netral
353,2022-07-02 23:21:54,Ayu60122233,Presiden Jokowi dan Ibu Iriana Tiba di Tanah Air Usai Lawatan ke Empat Negara Jokowi dan rombongan tiba di Indonesia pada Sabtu 2 Juli IndonesiaSemakinMajuKuat,presiden jokowi dan ibu iriana tiba di tanah air usai lawat ke empat negara jokowi dan rombong tiba di indonesia pada sabtu 2 juli indonesiasemakinmajukuat,Netral
354,2022-07-02 23:21:46,dizzanPiaggio,Ngeluh ekokuntadhi Mereka Bakalan diem diem bae Pura2 kagak liat berita,ngeluh ekokuntadhi mereka bakal diem diem bae pura2 kagak liat berita,Netral
355,2022-07-02 23:21:46,konstitusi_isme,Benar mbak Yang keliru tu melebih kan,benar mbak yang keliru tu lebih kan,Netral
356,2022-07-02 23:21:46,detikcom,Rusia masih menyerang Ukraina usai Jokowi menjalankan misi perdamaian untuk kedua negara Namun Dino Patti Djalal menilai misi perdamaian Jokowi tidak gagal,rusia masih serang ukraina usai jokowi jalan misi damai untuk dua negara namun dino patti djalal nilai misi damai jokowi tidak gagal,Netral
357,2022-07-02 23:21:42,CorleoneMamamia,Wkwkwkwkwkwk,wkwkwkwkwkwk,Netral
358,2022-07-02 23:21:22,slikha_toun,Buzzer rp sok bangga tp otak nya pd tolol dr awal jd presiden tukang ngibul Tukang kayu blom sukses jd tukang ngibul International,buzzer rp sok bangga tp otak nya pd tolol dr awal jd presiden tukang ngibul tukang kayu blom sukses jd tukang ngibul international,Netral
359,2022-07-02 23:21:18,rikohd,idha Ah podo wae pihak sampean juga gitu,idha ah podo wae pihak sampean juga gitu,Netral
360,2022-07-02 23:20:58,MrsRachelIn,Presiden RI sudah berusaha lagian Ke Eropa bukan hanya bawa misi perdamaian tapi hadiri KTT G 7 amp ada Pertemuan dengan Presiden UEA sekali melompat 2 3 pulau terlewati Mendamaikan negara yang bertikai tidak semudah membalik telapak tangan butuh waktu amp proses,presiden ri sudah usaha lagi ke eropa bukan hanya bawa misi damai tapi hadir ktt g 7 amp ada temu dengan presiden uea sekali lompat 2 3 pulau lewat damai negara yang tika tidak mudah balik telapak tangan butuh waktu amp proses,Netral
361,2022-07-02 23:20:54,yuast,wah kompas terlalu transparan unsur penghinaan ini membantah ucapan bapak plesiden kitah,wah kompas terlalu transparan unsur hina ini ban ucap bapak plesiden kitah,Netral
362,2022-07-02 23:20:53,Real_Baco,1st Padahal,1st padahal,Netral
363,2022-07-02 23:20:51,IndonesiaFaried,Wkwkwkwk juru damai apaan pasti nya hanya bicara soal ekonomi setelah bpk Jokowi pergi Rusia pun langsung kirim rudal,wkwkwkwk juru damai apa pasti nya hanya bicara soal ekonomi telah bpk jokowi pergi rusia pun langsung kirim rudal,Netral
364,2022-07-02 23:20:48,SuebOlot,Semoga sehat selalu BP presiden ku dimanapun berada,moga sehat selalu bp presiden ku mana ada,Netral
365,2022-07-02 23:20:47,ManukEmprit_,good job dia yg jd peran diambil dr sudut yg pas Buzzer yg menggoreng dan Admin dia yg ngarang narasi ngibulnya yg itu cuma plonga plongo jd umpan,good job dia yg jd peran ambil dr sudut yg pas buzzer yg goreng dan admin dia yg ngarang narasi ngibulnya yg itu cuma plonga plongo jd umpan,Positif
